,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 41_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
92,85,1988,1988-11-28,13,13,30.039,SEA,,RAI,W 35-27,*,16,28,57.14,220,5,2,92.3,1,8,7.86,8.21,7,12,1.71,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
93,86,1988,1988-12-04,14,14,30.045,SEA,@,NWE,L 7-13,*,9,20,45.00,62,1,0,69.2,2,17,3.10,4.10,1,-4,-4.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
94,87,1988,1988-12-11,15,15,30.052,SEA,,DEN,W 42-14,*,19,22,86.36,220,2,0,138.6,0,0,10.00,11.82,1,-3,-3.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
95,88,1988,1988-12-18,16,16,30.059,SEA,@,RAI,W 43-37,*,19,32,59.38,410,4,1,130.2,3,21,12.81,13.91,4,8,2.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
96,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Dave Krieg,KrieDa00
97,89,1989,1989-09-10,1,1,30.325,SEA,@,PHI,L 7-31,*,15,34,44.12,210,1,2,49.9,3,20,6.18,4.12,0,0,,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
98,90,1989,1989-09-17,2,2,30.332,SEA,,PHO,L 24-34,*,25,43,58.14,279,3,1,91.1,3,10,6.49,6.84,3,21,7.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
99,91,1989,1989-09-24,3,3,30.339,SEA,@,NWE,W 24-3,*,14,24,58.33,177,3,0,121.0,2,18,7.38,9.88,4,28,7.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
100,92,1989,1989-10-01,4,4,30.346,SEA,@,RAI,W 24-20,*,22,31,70.97,227,2,0,113.2,4,33,7.32,8.61,5,15,3.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
101,93,1989,1989-10-08,5,5,30.353,SEA,,KAN,L 16-20,*,20,36,55.56,252,0,2,54.4,2,16,7.00,4.50,3,29,9.67,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
102,94,1989,1989-10-15,6,6,30.360,SEA,@,SDG,W 17-16,*,14,24,58.33,139,1,2,54.0,0,0,5.79,2.88,3,1,0.33,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
103,95,1989,1989-10-22,7,7,31.002,SEA,,DEN,L 21-24,*,22,38,57.89,237,2,2,71.9,2,13,6.24,4.92,2,3,1.50,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
104,96,1989,1989-10-29,8,8,31.009,SEA,,SDG,W 10-7,*,27,49,55.10,311,1,2,64.2,5,42,6.35,4.92,0,0,,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
105,97,1989,1989-11-05,9,9,31.016,SEA,@,KAN,L 10-20,*,14,32,43.75,126,0,0,54.9,5,36,3.94,3.94,3,0,0.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
106,98,1989,1989-11-12,10,10,31.023,SEA,,CLE,L 7-17,*,17,30,56.67,141,1,3,40.4,1,7,4.70,0.87,2,6,3.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
107,99,1989,1989-11-26,12,12,31.037,SEA,@,DEN,L 14-41,,11,22,50.00,171,1,2,53.4,2,28,7.77,4.59,1,7,7.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
108,100,1989,1989-12-04,13,13,31.045,SEA,,BUF,W 17-16,*,20,40,50.00,298,1,2,62.3,2,21,7.45,5.70,2,-2,-1.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
109,101,1989,1989-12-10,14,14,31.051,SEA,@,CIN,W 24-17,*,22,33,66.67,258,3,1,107.9,1,6,7.82,8.27,4,23,5.75,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
110,102,1989,1989-12-17,15,15,31.058,SEA,,RAI,W 23-17,*,25,34,73.53,270,2,0,116.1,1,2,7.94,9.12,6,21,3.50,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
111,103,1989,1989-12-23,16,16,31.064,SEA,,WAS,L 0-29,*,18,29,62.07,213,0,1,70.0,4,37,7.34,5.79,2,8,4.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
112,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Dave Krieg,KrieDa00
113,104,1990,1990-09-09,1,1,31.324,SEA,@,CHI,L 0-17,*,12,27,44.44,91,0,3,13.6,3,17,3.37,-1.63,1,1,1.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
114,105,1990,1990-09-16,2,2,31.331,SEA,,RAI,L 13-17,*,19,24,79.17,225,0,1,88.4,1,3,9.38,7.50,4,28,7.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
115,106,1990,1990-09-23,3,3,31.338,SEA,@,DEN,L 31-34,*,20,28,71.43,213,1,0,105.2,1,28,7.61,8.32,2,5,2.50,0,,0,0,,0,,,0,0,1,,0,0,0,0,,Dave Krieg,KrieDa00
116,107,1990,1990-10-01,4,4,31.346,SEA,,CIN,W 31-16,*,17,24,70.83,217,2,1,109.2,2,16,9.04,8.83,3,18,6.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
